default,contact,duration,campaign,pdays,previous,poutcome,y
2,2,93,1,999,0,3,0
0,2,334,2,999,0,3,0
0,2,92,1,999,0,3,0
0,2,750,2,999,0,3,0
2,2,332,1,999,0,3,0
0,2,333,3,999,0,3,0
0,2,118,2,999,0,3,0
0,2,620,1,999,0,3,0
0,2,193,6,999,0,3,0
0,2,138,1,999,0,3,0
0,2,543,1,999,0,3,1
2,2,297,1,999,0,3,0
2,2,144,1,999,0,3,0
0,2,155,1,999,0,3,0
0,2,140,1,999,0,3,0
2,2,42,7,999,0,3,0
0,2,127,4,999,0,3,0
2,2,61,1,999,0,3,0
2,2,267,1,999,0,3,0
2,2,103,2,999,0,3,0
2,2,205,5,999,0,3,0
0,2,54,1,999,0,3,0
2,2,132,3,999,0,3,0
2,2,275,1,999,0,3,0
0,2,203,1,999,0,3,0
2,2,95,1,999,0,3,0
2,2,177,1,999,0,3,0
2,2,179,1,999,0,3,0
0,2,136,2,999,0,3,0
0,2,128,7,999,0,3,0
0,2,184,1,999,0,3,0
2,2,284,1,999,0,3,0
0,2,148,1,999,0,3,0
0,2,244,2,999,0,3,0
0,2,107,2,999,0,3,0
2,2,140,3,999,0,3,0
0,2,217,5,999,0,3,0
2,2,1196,1,999,0,3,0
0,2,78,1,999,0,3,0
0,2,129,2,999,0,3,0
0,2,52,1,999,0,3,0
0,2,41,1,999,0,3,0
0,2,285,1,999,0,3,0
2,2,134,1,999,0,3,0
0,2,14,1,999,0,3,0
0,2,182,2,999,0,3,0
2,2,539,1,999,0,3,1
0,2,37,3,999,0,3,0
0,2,162,5,999,0,3,0
2,2,413,1,999,0,3,0
0,2,184,1,999,0,3,0
0,2,285,1,999,0,3,0
2,2,361,1,999,0,3,0
0,2,74,1,999,0,3,0
2,2,130,1,999,0,3,0
0,2,203,1,999,0,3,0
0,2,186,1,999,0,3,0
2,2,37,1,999,0,3,0
2,2,206,2,999,0,3,0
0,2,230,4,999,0,3,0
2,2,73,1,999,0,3,0
0,2,283,1,999,0,3,0
0,2,44,1,999,0,3,0
0,2,205,1,999,0,3,0
0,2,291,1,999,0,3,0
0,2,159,1,999,0,3,0
0,2,148,1,999,0,3,0
0,2,57,3,999,0,3,0
2,2,733,1,999,0,3,1
0,2,193,1,999,0,3,0
0,2,744,1,999,0,3,0
0,2,84,1,999,0,3,0
0,2,254,1,999,0,3,0
0,2,135,1,999,0,3,0
2,2,23,1,999,0,3,0
2,2,578,3,999,0,3,0
0,2,1093,1,999,0,3,1
0,2,247,1,999,0,3,0
2,2,114,9,999,0,3,0
0,2,119,1,999,0,3,0
0,2,619,1,999,0,3,0
0,2,514,3,999,0,3,0
2,2,337,1,999,0,3,0
2,2,561,1,999,0,3,0
0,2,111,1,999,0,3,0
0,2,418,8,999,0,3,0
0,2,56,2,999,0,3,0
2,2,456,1,999,0,3,0
2,2,109,1,999,0,3,0
0,2,413,2,999,0,3,0
2,2,278,1,999,0,3,0
0,2,791,2,999,0,3,1
2,2,146,1,999,0,3,0
2,2,202,1,999,0,3,0
0,2,73,1,999,0,3,0
2,2,154,1,999,0,3,0
0,2,257,1,999,0,3,0
0,2,199,1,999,0,3,0
0,2,208,1,999,0,3,0
0,2,471,1,999,0,3,0
0,2,360,5,999,0,3,0
0,2,131,1,999,0,3,0
2,2,137,1,999,0,3,0
0,2,155,1,999,0,3,0
0,2,66,2,999,0,3,0
0,2,103,7,999,0,3,0
2,2,656,1,999,0,3,0
0,2,358,10,999,0,3,0
0,2,514,3,999,0,3,0
0,2,27,1,999,0,3,0
0,2,544,4,999,0,3,0
2,2,346,6,999,0,3,0
0,2,134,6,999,0,3,0
0,2,135,2,999,0,3,0
0,2,633,6,999,0,3,0
2,2,48,1,999,0,3,0
0,2,359,2,999,0,3,0
2,2,105,1,999,0,3,0
2,2,746,1,999,0,3,1
0,2,322,1,999,0,3,0
2,2,56,2,999,0,3,0
0,2,315,1,999,0,3,0
2,2,126,1,999,0,3,0
2,2,122,1,999,0,3,0
0,2,144,2,999,0,3,0
0,2,445,1,999,0,3,0
0,2,356,2,999,0,3,0
2,2,144,1,999,0,3,0
0,2,102,4,999,0,3,0
0,2,187,3,999,0,3,0
2,2,329,1,999,0,3,0
2,2,247,1,999,0,3,0
0,2,152,1,999,0,3,0
0,2,49,1,999,0,3,0
2,2,223,4,999,0,3,0
0,2,177,1,999,0,3,0
2,2,77,1,999,0,3,0
0,2,106,1,999,0,3,0
0,2,146,1,999,0,3,0
2,2,125,1,999,0,3,0
0,2,404,1,999,0,3,0
0,2,413,1,999,0,3,0
0,2,177,2,999,0,3,0
0,2,118,1,999,0,3,0
0,2,201,1,999,0,3,0
0,2,609,2,999,0,3,0
0,2,251,1,999,0,3,0
0,2,35,1,999,0,3,0
0,2,473,1,999,0,3,0
0,2,596,1,999,0,3,0
0,2,370,1,999,0,3,0
0,2,691,1,999,0,3,0
0,2,70,2,999,0,3,0
0,2,77,2,999,0,3,0
0,2,212,6,999,0,3,0
0,2,245,4,999,0,3,0
0,2,544,1,999,0,3,0
0,2,117,1,999,0,3,0
0,2,410,5,999,0,3,0
2,2,513,3,999,0,3,0
0,2,179,2,999,0,3,0
0,2,896,1,999,0,3,0
2,2,174,1,999,0,3,0
0,2,365,2,999,0,3,0
0,2,1207,1,999,0,3,1
0,2,158,1,999,0,3,0
2,2,159,1,999,0,3,0
0,2,82,1,999,0,3,0
2,2,180,1,999,0,3,0
2,2,42,3,999,0,3,0
0,2,206,1,999,0,3,0
2,2,92,1,999,0,3,0
0,2,162,2,999,0,3,0
0,2,347,1,999,0,3,0
2,2,117,1,999,0,3,0
0,2,936,1,999,0,3,0
0,2,162,2,999,0,3,0
2,2,126,2,999,0,3,0
0,2,344,3,999,0,3,0
0,2,71,5,999,0,3,0
0,2,178,1,999,0,3,0
0,2,52,5,999,0,3,0
0,2,409,3,999,0,3,0
0,2,272,5,999,0,3,0
0,2,87,7,999,0,3,0
2,2,127,1,999,0,3,0
2,2,202,1,999,0,3,0
2,2,117,1,999,0,3,0
0,2,441,1,999,0,3,0
0,2,175,1,999,0,3,0
0,2,164,3,999,0,3,0
2,2,80,3,999,0,3,0
0,2,932,3,999,0,3,0
0,2,13,1,999,0,3,0
0,2,139,3,999,0,3,0
2,2,879,2,999,0,3,0
0,2,263,3,999,0,3,0
2,2,64,4,999,0,3,0
2,2,440,2,999,0,3,0
2,2,76,3,999,0,3,0
0,2,26,3,999,0,3,0
0,2,455,2,999,0,3,0
0,2,180,2,999,0,3,0
0,2,200,2,999,0,3,0
0,2,535,2,999,0,3,1
2,2,313,2,999,0,3,0
2,2,101,1,999,0,3,0
2,2,473,3,999,0,3,0
0,2,1026,2,999,0,3,0
0,2,364,3,999,0,3,0
0,2,153,1,999,0,3,0
2,2,158,1,999,0,3,0
0,2,617,2,999,0,3,0
0,2,99,1,999,0,3,0
2,2,217,1,999,0,3,0
0,2,129,2,999,0,3,0
2,2,277,2,999,0,3,0
0,2,200,4,999,0,3,0
2,2,105,2,999,0,3,0
0,2,431,2,999,0,3,0
0,2,417,2,999,0,3,0
0,2,480,2,999,0,3,0
2,2,331,4,999,0,3,0
0,2,359,3,999,0,3,0
0,2,332,2,999,0,3,0
2,2,215,1,999,0,3,0
0,2,535,2,999,0,3,0
2,2,147,2,999,0,3,0
0,2,13,3,999,0,3,0
0,2,689,2,999,0,3,0
0,2,242,3,999,0,3,0
0,2,665,1,999,0,3,0
0,2,97,1,999,0,3,0
2,2,166,1,999,0,3,0
0,2,207,1,999,0,3,0
2,2,376,1,999,0,3,0
0,2,480,10,999,0,3,0
0,2,609,1,999,0,3,0
0,2,116,1,999,0,3,0
2,2,484,5,999,0,3,0
0,2,217,1,999,0,3,0
0,2,112,1,999,0,3,0
2,2,726,1,999,0,3,0
2,2,148,4,999,0,3,0
0,2,1047,2,999,0,3,1
0,2,362,5,999,0,3,0
0,2,1059,2,999,0,3,1
2,2,54,2,999,0,3,0
0,2,184,2,999,0,3,0
2,2,253,2,999,0,3,0
0,2,114,3,999,0,3,0
0,2,293,2,999,0,3,0
2,2,246,2,999,0,3,0
0,2,195,2,999,0,3,0
0,2,221,2,999,0,3,0
0,2,166,3,999,0,3,0
2,2,385,2,999,0,3,0
0,2,85,6,999,0,3,0
2,2,173,1,999,0,3,0
0,2,48,5,999,0,3,0
0,2,410,3,999,0,3,0
2,2,311,3,999,0,3,0
0,2,40,2,999,0,3,0
0,2,81,1,999,0,3,0
0,2,558,13,999,0,3,0
2,2,109,4,999,0,3,0
0,2,77,3,999,0,3,0
0,2,70,7,999,0,3,0
0,2,229,4,999,0,3,0
0,2,565,1,999,0,3,0
2,2,145,2,999,0,3,0
0,2,792,3,999,0,3,1
2,2,199,2,999,0,3,0
2,2,488,1,999,0,3,0
0,2,176,3,999,0,3,0
2,2,123,4,999,0,3,0
2,2,88,2,999,0,3,0
2,2,768,4,999,0,3,0
0,2,105,3,999,0,3,0
2,2,101,4,999,0,3,0
0,2,225,3,999,0,3,0
2,2,122,2,999,0,3,0
2,2,52,2,999,0,3,0
2,2,150,4,999,0,3,0
2,2,399,1,999,0,3,0
0,2,58,1,999,0,3,0
0,2,260,1,999,0,3,0
0,2,199,3,999,0,3,0
0,2,241,4,999,0,3,0
0,2,399,5,999,0,3,0
0,2,637,3,999,0,3,0
0,2,107,2,999,0,3,0
0,2,68,1,999,0,3,0
2,2,137,1,999,0,3,0
0,2,182,1,999,0,3,0
0,2,553,1,999,0,3,0
0,2,310,3,999,0,3,0
0,2,206,3,999,0,3,0
0,2,119,2,999,0,3,0
0,2,764,2,999,0,3,0
2,2,29,4,999,0,3,0
0,2,126,2,999,0,3,0
0,2,251,4,999,0,3,0
0,2,188,6,999,0,3,0
0,2,368,2,999,0,3,0
0,2,414,2,999,0,3,0
2,2,128,3,999,0,3,0
0,2,685,2,999,0,3,0
2,2,512,5,999,0,3,0
2,2,102,3,999,0,3,0
0,2,1611,2,999,0,3,0
2,2,44,15,999,0,3,0
0,2,203,2,999,0,3,0
0,2,74,2,999,0,3,0
0,2,118,3,999,0,3,0
0,2,725,3,999,0,3,0
2,2,100,5,999,0,3,0
2,2,124,3,999,0,3,0
0,2,752,2,999,0,3,0
0,2,241,3,999,0,3,0
0,2,430,1,999,0,3,0
2,2,219,3,999,0,3,0
0,2,67,2,999,0,3,0
0,2,294,3,999,0,3,0
2,2,318,2,999,0,3,0
2,2,1185,3,999,0,3,0
0,2,110,3,999,0,3,0
0,2,58,2,999,0,3,0
2,2,386,2,999,0,3,0
2,2,218,2,999,0,3,0
0,2,191,2,999,0,3,0
2,2,84,2,999,0,3,0
0,2,130,2,999,0,3,0
2,2,113,2,999,0,3,0
2,2,744,6,999,0,3,0
0,2,76,4,999,0,3,0
2,2,187,3,999,0,3,0
2,2,587,4,999,0,3,0
0,2,336,3,999,0,3,0
0,2,59,3,999,0,3,0
0,2,72,12,999,0,3,0
0,2,127,2,999,0,3,0
2,2,352,2,999,0,3,0
0,2,347,2,999,0,3,0
0,2,286,2,999,0,3,0
2,2,668,2,999,0,3,0
0,2,29,9,999,0,3,0
2,2,211,6,999,0,3,0
0,2,175,3,999,0,3,0
0,2,55,2,999,0,3,0
2,2,324,3,999,0,3,0
0,2,228,3,999,0,3,0
0,2,128,2,999,0,3,0
2,2,38,9,999,0,3,0
0,2,96,2,999,0,3,0
2,2,18,16,999,0,3,0
0,2,147,4,999,0,3,0
0,2,900,2,999,0,3,1
2,2,135,2,999,0,3,0
0,2,56,3,999,0,3,0
0,2,39,22,999,0,3,0
2,2,144,5,999,0,3,0
2,2,249,2,999,0,3,0
2,2,286,3,999,0,3,0
0,2,384,2,999,0,3,0
2,2,183,3,999,0,3,0
0,2,240,2,999,0,3,0
0,2,238,3,999,0,3,0
2,2,225,3,999,0,3,0
2,2,151,2,999,0,3,0
0,2,194,2,999,0,3,0
0,2,273,3,999,0,3,0
2,2,431,2,999,0,3,0
0,2,57,2,999,0,3,0
2,2,720,3,999,0,3,0
2,2,814,2,999,0,3,1
0,2,859,2,999,0,3,0
2,2,184,3,999,0,3,0
2,2,313,2,999,0,3,0
2,2,142,7,999,0,3,0
2,2,171,4,999,0,3,0
0,2,245,3,999,0,3,0
0,2,238,2,999,0,3,0
0,2,53,3,999,0,3,0
0,2,364,2,999,0,3,0
2,2,191,3,999,0,3,0
2,2,35,24,999,0,3,0
0,2,106,4,999,0,3,0
0,2,382,3,999,0,3,0
0,2,191,5,999,0,3,0
0,2,483,2,999,0,3,0
0,2,253,3,999,0,3,0
0,2,328,2,999,0,3,0
2,2,82,2,999,0,3,0
0,2,155,2,999,0,3,0
0,2,233,5,999,0,3,0
0,2,66,6,999,0,3,0
2,2,1109,3,999,0,3,1
2,2,828,3,999,0,3,1
0,2,134,4,999,0,3,0
2,2,96,5,999,0,3,0
0,2,197,9,999,0,3,0
0,2,645,2,999,0,3,0
0,2,81,4,999,0,3,0
0,2,201,3,999,0,3,0
0,2,248,3,999,0,3,0
2,2,2260,2,999,0,3,0
2,2,91,7,999,0,3,0
0,2,660,2,999,0,3,0
0,2,182,6,999,0,3,0
0,2,30,2,999,0,3,0
0,2,101,23,999,0,3,0
2,2,54,15,999,0,3,0
2,2,374,4,999,0,3,0
2,2,216,7,999,0,3,0
0,2,76,4,999,0,3,0
2,2,73,3,999,0,3,0
0,2,62,6,999,0,3,0
0,2,152,2,999,0,3,0
0,2,86,4,999,0,3,0
0,2,95,6,999,0,3,0
0,2,23,15,999,0,3,0
2,2,25,11,999,0,3,0
0,2,151,7,999,0,3,0
0,2,95,3,999,0,3,0
0,2,52,8,999,0,3,0
0,2,52,3,999,0,3,0
0,2,421,3,999,0,3,0
2,2,322,11,999,0,3,0
0,2,52,4,999,0,3,0
2,2,340,7,999,0,3,0
0,2,139,2,999,0,3,0
2,2,763,2,999,0,3,0
2,2,288,3,999,0,3,0
0,2,231,3,999,0,3,0
0,2,120,17,999,0,3,0
2,2,203,2,999,0,3,0
0,2,67,3,999,0,3,0
2,2,311,4,999,0,3,0
0,2,50,2,999,0,3,0
0,2,86,3,999,0,3,0
0,2,139,3,999,0,3,0
2,2,235,1,999,0,3,0
0,2,43,1,999,0,3,0
0,2,233,1,999,0,3,0
0,2,230,1,999,0,3,0
0,2,177,1,999,0,3,0
0,2,149,1,999,0,3,0
2,2,422,1,999,0,3,0
2,2,121,1,999,0,3,0
0,2,324,1,999,0,3,0
0,2,287,1,999,0,3,0
0,2,58,2,999,0,3,0
0,2,226,1,999,0,3,0
2,2,153,1,999,0,3,0
0,2,151,3,999,0,3,0
0,2,57,2,999,0,3,0
2,2,31,1,999,0,3,0
2,2,118,6,999,0,3,0
0,2,133,4,999,0,3,0
0,2,171,1,999,0,3,0
0,2,62,3,999,0,3,0
2,2,45,3,999,0,3,0
0,2,91,9,999,0,3,0
0,2,172,2,999,0,3,0
0,2,498,4,999,0,3,0
0,2,85,7,999,0,3,0
0,2,224,2,999,0,3,0
0,2,553,3,999,0,3,1
0,2,242,3,999,0,3,0
0,2,192,6,999,0,3,0
2,2,207,4,999,0,3,0
2,2,711,1,999,0,3,0
0,2,160,3,999,0,3,0
0,2,147,5,999,0,3,0
0,2,87,1,999,0,3,0
0,2,199,2,999,0,3,0
2,2,34,2,999,0,3,0
0,2,65,7,999,0,3,0
0,2,150,1,999,0,3,0
0,2,57,1,999,0,3,0
0,2,234,1,999,0,3,0
0,2,521,2,999,0,3,0
0,2,555,1,999,0,3,0
0,2,86,1,999,0,3,0
0,2,204,4,999,0,3,0
0,2,222,1,999,0,3,0
0,2,162,1,999,0,3,0
0,2,648,5,999,0,3,0
0,2,659,1,999,0,3,0
2,2,867,3,999,0,3,0
0,2,96,2,999,0,3,0
2,2,123,1,999,0,3,0
0,2,56,1,999,0,3,0
0,2,54,3,999,0,3,0
0,2,152,4,999,0,3,0
0,2,25,4,999,0,3,0
2,2,120,6,999,0,3,0
0,2,491,1,999,0,3,0
2,2,379,17,999,0,3,0
2,2,343,3,999,0,3,0
2,2,289,2,999,0,3,0
2,2,574,1,999,0,3,0
2,2,85,1,999,0,3,0
2,2,319,1,999,0,3,0
0,2,108,1,999,0,3,0
0,2,762,3,999,0,3,1
2,2,80,3,999,0,3,0
2,2,449,1,999,0,3,0
0,2,198,1,999,0,3,0
0,2,135,2,999,0,3,0
0,2,69,1,999,0,3,0
2,2,55,1,999,0,3,0
0,2,290,5,999,0,3,1
0,2,138,1,999,0,3,0
0,2,135,1,999,0,3,0
2,2,70,1,999,0,3,0
2,2,652,2,999,0,3,0
0,2,327,1,999,0,3,0
2,2,246,1,999,0,3,0
0,2,295,1,999,0,3,0
0,2,255,1,999,0,3,0
0,2,523,1,999,0,3,0
2,2,130,1,999,0,3,0
0,2,103,5,999,0,3,0
2,2,205,2,999,0,3,0
2,2,92,1,999,0,3,0
0,2,107,1,999,0,3,0
0,2,864,1,999,0,3,1
0,2,65,1,999,0,3,0
0,2,556,1,999,0,3,0
0,2,115,1,999,0,3,0
0,2,180,1,999,0,3,0
0,2,87,1,999,0,3,0
2,2,70,2,999,0,3,0
0,2,435,1,999,0,3,0
0,2,132,1,999,0,3,0
0,2,312,1,999,0,3,0
0,2,283,1,999,0,3,0
0,2,182,1,999,0,3,0
2,2,379,1,999,0,3,0
2,2,127,1,999,0,3,0
0,2,126,1,999,0,3,0
0,2,91,2,999,0,3,0
0,2,78,1,999,0,3,0
0,2,417,1,999,0,3,0
2,2,618,2,999,0,3,1
2,2,407,1,999,0,3,0
0,2,160,1,999,0,3,0
0,2,171,1,999,0,3,0
0,2,210,1,999,0,3,0
0,2,135,3,999,0,3,0
0,2,461,1,999,0,3,0
2,2,763,1,999,0,3,1
2,2,682,1,999,0,3,1
0,2,171,1,999,0,3,0
0,2,68,2,999,0,3,0
0,2,120,3,999,0,3,0
2,2,67,2,999,0,3,0
0,2,381,2,999,0,3,0
0,2,278,2,999,0,3,0
2,2,126,1,999,0,3,0
0,2,149,1,999,0,3,0
2,2,95,1,999,0,3,0
0,2,197,1,999,0,3,0
2,2,38,3,999,0,3,0
2,2,201,3,999,0,3,0
2,2,176,4,999,0,3,0
0,2,61,2,999,0,3,0
0,2,275,2,999,0,3,0
0,2,201,4,999,0,3,0
0,2,724,1,999,0,3,0
2,2,143,4,999,0,3,0
0,2,197,3,999,0,3,0
0,2,143,2,999,0,3,0
0,2,153,2,999,0,3,0
0,2,197,12,999,0,3,0
0,2,536,2,999,0,3,0
0,2,120,2,999,0,3,0
2,2,604,2,999,0,3,1
0,2,254,1,999,0,3,0
2,2,121,1,999,0,3,0
0,2,118,2,999,0,3,0
2,2,447,1,999,0,3,0
2,2,854,2,999,0,3,1
0,2,151,2,999,0,3,0
0,2,114,2,999,0,3,0
0,2,855,2,999,0,3,1
2,2,115,1,999,0,3,0
0,2,274,1,999,0,3,0
0,2,100,2,999,0,3,0
0,2,156,2,999,0,3,0
2,2,153,1,999,0,3,0
2,2,264,1,999,0,3,0
0,2,251,1,999,0,3,0
0,2,1269,1,999,0,3,1
0,2,48,4,999,0,3,0
2,2,119,1,999,0,3,0
0,2,104,3,999,0,3,0
0,2,65,13,999,0,3,0
0,2,75,1,999,0,3,0
0,2,157,3,999,0,3,0
2,2,565,2,999,0,3,0
0,2,165,1,999,0,3,0
0,2,314,1,999,0,3,0
0,2,109,1,999,0,3,0
0,2,219,1,999,0,3,0
0,2,60,1,999,0,3,0
2,2,385,2,999,0,3,0
0,2,96,2,999,0,3,0
0,2,868,1,999,0,3,0
2,2,161,1,999,0,3,0
0,2,448,1,999,0,3,0
0,2,137,1,999,0,3,0
2,2,155,1,999,0,3,0
0,2,633,1,999,0,3,0
0,2,58,1,999,0,3,0
0,2,127,1,999,0,3,0
2,2,99,8,999,0,3,0
0,2,170,4,999,0,3,0
0,2,208,2,999,0,3,0
2,2,129,2,999,0,3,0
0,2,134,3,999,0,3,0
0,2,129,3,999,0,3,0
0,2,184,2,999,0,3,0
0,2,371,2,999,0,3,0
0,2,270,1,999,0,3,0
0,2,145,2,999,0,3,0
0,2,136,2,999,0,3,0
0,2,363,8,999,0,3,0
0,2,63,2,999,0,3,0
0,2,143,1,999,0,3,0
0,2,56,2,999,0,3,0
2,2,226,2,999,0,3,0
2,2,35,1,999,0,3,0
0,2,298,3,999,0,3,0
2,2,158,1,999,0,3,0
0,2,47,8,999,0,3,0
0,2,827,5,999,0,3,0
0,2,83,2,999,0,3,0
0,2,570,2,999,0,3,0
2,2,72,1,999,0,3,0
0,2,557,2,999,0,3,0
0,2,59,1,999,0,3,0
2,2,296,1,999,0,3,0
2,2,38,5,999,0,3,0
0,2,170,1,999,0,3,0
0,2,422,2,999,0,3,0
2,2,230,2,999,0,3,0
2,2,141,9,999,0,3,0
0,2,76,3,999,0,3,0
0,2,691,10,999,0,3,1
0,2,238,3,999,0,3,0
2,2,1097,15,999,0,3,1
0,2,111,1,999,0,3,0
0,2,84,3,999,0,3,0
0,2,371,2,999,0,3,0
0,2,103,2,999,0,3,0
0,2,206,2,999,0,3,0
2,2,1500,2,999,0,3,1
0,2,265,3,999,0,3,0
2,2,567,2,999,0,3,0
0,2,254,2,999,0,3,0
0,2,464,2,999,0,3,0
0,2,1236,2,999,0,3,1
0,2,33,2,999,0,3,0
2,2,613,2,999,0,3,0
0,2,1212,3,999,0,3,0
2,2,96,3,999,0,3,0
2,2,171,2,999,0,3,0
2,2,53,5,999,0,3,0
2,2,91,2,999,0,3,0
2,2,185,3,999,0,3,0
0,2,201,1,999,0,3,0
2,2,169,3,999,0,3,0
0,2,515,2,999,0,3,0
2,2,388,7,999,0,3,0
0,2,178,2,999,0,3,0
0,2,422,9,999,0,3,0
0,2,76,2,999,0,3,0
0,2,886,3,999,0,3,1
0,2,296,2,999,0,3,0
2,2,378,1,999,0,3,0
0,2,136,2,999,0,3,0
0,2,58,1,999,0,3,0
0,2,60,1,999,0,3,0
0,2,340,1,999,0,3,0
0,2,522,1,999,0,3,0
0,2,159,1,999,0,3,0
0,2,113,1,999,0,3,0
0,2,123,2,999,0,3,0
2,2,306,1,999,0,3,0
0,2,148,1,999,0,3,0
0,2,322,2,999,0,3,0
0,2,475,4,999,0,3,0
0,2,224,5,999,0,3,0
0,2,88,2,999,0,3,0
2,2,509,2,999,0,3,0
0,2,152,1,999,0,3,0
2,2,147,1,999,0,3,0
0,2,97,2,999,0,3,0
0,2,113,3,999,0,3,0
0,2,465,3,999,0,3,0
0,2,294,3,999,0,3,0
0,2,224,4,999,0,3,0
2,2,58,3,999,0,3,0
0,2,137,3,999,0,3,0
0,2,142,2,999,0,3,0
2,2,312,7,999,0,3,0
2,2,34,2,999,0,3,0
0,2,825,2,999,0,3,0
0,2,116,6,999,0,3,0
0,2,103,5,999,0,3,0
0,2,38,2,999,0,3,0
2,2,168,3,999,0,3,0
0,2,31,6,999,0,3,0
0,2,66,2,999,0,3,0
0,2,512,2,999,0,3,0
0,2,188,2,999,0,3,0
0,2,214,2,999,0,3,0
2,2,65,2,999,0,3,0
0,2,80,2,999,0,3,0
0,2,1980,2,999,0,3,1
2,2,358,4,999,0,3,0
0,2,398,5,999,0,3,0
0,2,62,3,999,0,3,0
0,2,265,2,999,0,3,0
2,2,618,3,999,0,3,0
0,2,256,6,999,0,3,0
0,2,722,3,999,0,3,1
0,2,199,3,999,0,3,0
0,2,510,3,999,0,3,0
0,2,355,2,999,0,3,0
0,2,150,5,999,0,3,0
0,2,159,4,999,0,3,0
0,2,170,2,999,0,3,0
0,2,243,3,999,0,3,0
2,2,140,2,999,0,3,0
0,2,267,14,999,0,3,0
2,2,219,4,999,0,3,0
2,2,67,2,999,0,3,0
2,2,112,2,999,0,3,0
2,2,216,3,999,0,3,0
0,2,167,2,999,0,3,0
0,2,78,3,999,0,3,0
2,2,222,9,999,0,3,0
0,2,363,3,999,0,3,0
0,2,109,4,999,0,3,0
0,2,67,2,999,0,3,0
0,2,41,3,999,0,3,0
0,2,156,5,999,0,3,0
0,2,108,3,999,0,3,0
0,2,408,2,999,0,3,0
0,2,272,2,999,0,3,0
0,2,135,9,999,0,3,0
0,2,107,3,999,0,3,0
0,2,742,2,999,0,3,0
2,2,166,2,999,0,3,0
2,2,376,3,999,0,3,0
0,2,138,2,999,0,3,0
2,2,16,18,999,0,3,0
0,2,984,2,999,0,3,1
0,2,363,7,999,0,3,0
0,2,339,4,999,0,3,0
0,2,161,12,999,0,3,0
0,2,28,3,999,0,3,0
0,2,170,7,999,0,3,0
0,2,66,3,999,0,3,0
2,2,199,3,999,0,3,0
0,2,274,2,999,0,3,0
0,2,136,8,999,0,3,0
0,2,62,2,999,0,3,0
0,2,58,3,999,0,3,0
0,2,189,5,999,0,3,0
0,2,135,2,999,0,3,0
0,2,319,6,999,0,3,0
0,2,352,3,999,0,3,0
0,2,230,2,999,0,3,0
2,2,178,2,999,0,3,0
2,2,42,11,999,0,3,0
0,2,171,2,999,0,3,0
2,2,119,2,999,0,3,0
0,2,66,4,999,0,3,0
0,2,130,2,999,0,3,0
0,2,390,2,999,0,3,0
0,2,101,16,999,0,3,0
0,2,78,2,999,0,3,0
0,2,100,3,999,0,3,0
0,2,212,3,999,0,3,0
0,2,181,4,999,0,3,0
0,2,72,3,999,0,3,0
0,2,390,2,999,0,3,0
0,2,324,3,999,0,3,0
0,2,163,3,999,0,3,0
0,2,110,6,999,0,3,0
2,2,72,2,999,0,3,0
0,2,85,2,999,0,3,0
0,2,54,4,999,0,3,0
0,2,231,2,999,0,3,0
0,2,833,8,999,0,3,0
0,2,124,3,999,0,3,0
0,2,57,10,999,0,3,0
0,2,115,6,999,0,3,0
2,2,78,13,999,0,3,0
0,2,43,5,999,0,3,0
0,2,229,3,999,0,3,0
2,2,81,2,999,0,3,0
0,2,86,5,999,0,3,0
0,2,273,2,999,0,3,0
0,2,30,18,999,0,3,0
0,2,288,2,999,0,3,0
2,2,247,2,999,0,3,0
0,2,85,4,999,0,3,0
0,2,76,9,999,0,3,0
2,2,85,6,999,0,3,0
0,2,170,4,999,0,3,0
2,2,428,7,999,0,3,0
0,2,370,3,999,0,3,0
0,2,137,3,999,0,3,0
2,2,293,6,999,0,3,0
0,2,153,3,999,0,3,0
0,2,281,4,999,0,3,0
0,2,46,3,999,0,3,0
0,2,26,25,999,0,3,0
0,2,104,6,999,0,3,0
0,2,205,6,999,0,3,0
0,2,891,4,999,0,3,1
0,2,34,2,999,0,3,0
2,2,745,12,999,0,3,1
0,2,292,4,999,0,3,0
0,2,135,3,999,0,3,0
2,2,45,2,999,0,3,0
2,2,99,6,999,0,3,0
2,2,148,4,999,0,3,0
0,2,539,12,999,0,3,1
0,2,84,9,999,0,3,0
0,2,3631,2,999,0,3,1
0,2,435,2,999,0,3,0
0,2,29,4,999,0,3,0
0,2,510,5,999,0,3,0
0,2,1044,5,999,0,3,1
2,2,59,3,999,0,3,0
2,2,96,8,999,0,3,0
0,2,122,4,999,0,3,0
2,2,84,3,999,0,3,0
2,2,33,4,999,0,3,0
0,2,43,2,999,0,3,0
0,2,223,2,999,0,3,0
0,2,288,3,999,0,3,0
0,2,306,3,999,0,3,0
2,2,81,3,999,0,3,0
0,2,53,7,999,0,3,0
2,2,436,3,999,0,3,0
0,2,41,8,999,0,3,0
0,2,147,2,999,0,3,0
0,2,81,2,999,0,3,0
0,2,232,3,999,0,3,0
2,2,97,3,999,0,3,0
2,2,82,2,999,0,3,0
0,2,60,16,999,0,3,0
0,2,141,9,999,0,3,0
0,2,206,3,999,0,3,0
0,2,170,19,999,0,3,0
2,2,251,3,999,0,3,0
0,2,25,5,999,0,3,0
0,2,120,3,999,0,3,0
0,2,123,4,999,0,3,0
0,2,58,3,999,0,3,0
2,2,28,8,999,0,3,0
2,2,1193,2,999,0,3,0
2,2,127,5,999,0,3,0
0,2,395,2,999,0,3,0
